"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0000466","GO:0000466","maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","8/352","25/13604",1.36625682642874e-07,1.67290558080497e-05,1.57612239742793e-05,"NOL9/WDR12/NOP14/ERI1/EXOSC3/EXOSC2/UTP20/PES1",8
"GO:0000070","GO:0000070","mitotic sister chromatid segregation","19/352","180/13604",2.11429976439648e-07,2.49638393610527e-05,2.35195977550721e-05,"CDC20/CENPF/BUB1/SMC4/NCAPG/CCNB1/SPDL1/TTK/KIF11/BCCIP/RACGAP1/DLGAP5/BUB1B/KNSTRN/KNL1/PLK1/ZNF207/NDC80/TPX2",19
"GO:0000460","GO:0000460","maturation of 5.8S rRNA","9/352","36/13604",2.38417050310029e-07,2.71795437353433e-05,2.56071162202314e-05,"NOL9/RRP15/WDR12/NOP14/ERI1/EXOSC3/EXOSC2/UTP20/PES1",9
"GO:0000280","GO:0000280","nuclear division","29/352","389/13604",3.19672645629721e-07,3.52279255483952e-05,3.3189872225205e-05,"CDC20/NDC1/ASPM/CENPF/BUB1/SMC4/NCAPG/RBM46/CCNB1/SPDL1/PHIP/TTK/HOXA13/TEX15/DCAF13/KIF20B/KIF11/BCCIP/RACGAP1/DLGAP5/BUB1B/KNSTRN/KNL1/PLK1/ZNF207/TOP2A/MEIOC/NDC80/TPX2",29
"GO:0051784","GO:0051784","negative regulation of nuclear division","11/352","61/13604",3.91085631155609e-07,4.17073902129176e-05,3.92944781863989e-05,"CDC20/CENPF/BUB1/CCNB1/SPDL1/TTK/BUB1B/KNL1/PLK1/ZNF207/NDC80",11
"GO:0007093","GO:0007093","mitotic cell cycle checkpoint signaling","16/352","139/13604",6.04478128890421e-07,6.24501466909917e-05,5.88371968219328e-05,"CDC20/CENPF/BUB1/GIGYF2/CCNB1/SPDL1/TTK/RINT1/BUB1B/KNL1/TIPIN/TICRR/PLK1/ZNF207/NDC80/GTSE1",16
"GO:0007051","GO:0007051","spindle organization","19/352","193/13604",6.27201747982969e-07,6.28342114797484e-05,5.91990421780417e-05,"CDC20/SASS6/ASPM/CCNB1/TTK/DCAF13/HAUS6/KIF11/BCCIP/CKAP5/INTS13/RACGAP1/DLGAP5/KNSTRN/TUBGCP4/PLK1/ZNF207/NDC80/TPX2",19
"GO:1902850","GO:1902850","microtubule cytoskeleton organization involved in mitosis","17/352","157/13604",6.46664215852051e-07,6.28785852237317e-05,5.92408487525145e-05,"CDC20/SASS6/CENPA/CCNB1/SPDL1/TTK/SAPCD2/KIF11/BCCIP/CKAP5/INTS13/RACGAP1/DLGAP5/PLK1/ZNF207/NDC80/TPX2",17
"GO:0048285","GO:0048285","organelle fission","30/352","433/13604",9.41609242176759e-07,8.89417187038962e-05,8.37961427849934e-05,"CDC20/NDC1/ASPM/CENPF/BUB1/SMC4/NCAPG/RBM46/CCNB1/SPDL1/PHIP/TTK/HOXA13/TEX15/DCAF13/MCU/KIF20B/KIF11/BCCIP/RACGAP1/DLGAP5/BUB1B/KNSTRN/KNL1/PLK1/ZNF207/TOP2A/MEIOC/NDC80/TPX2",30
"GO:0045930","GO:0045930","negative regulation of mitotic cell cycle","20/352","218/13604",9.78959841148398e-07,8.99011454121279e-05,8.47000634490676e-05,"CDC20/CENPF/BUB1/GIGYF2/RBM46/CCNB1/SPDL1/TTK/RINT1/GAS1/GFI1B/BUB1B/KNL1/TIPIN/TICRR/PLK1/ZNF207/MEIOC/NDC80/GTSE1",20
"GO:0016073","GO:0016073","snRNA metabolic process","10/352","54/13604",1.02880991733077e-06,9.15469237435394e-05,8.62506279992146e-05,"ZC3H8/CDK7/SNAPC3/EXOSC3/EXOSC2/ZNF143/INTS13/INTS6/INTS2/DKC1",10
"GO:0000819","GO:0000819","sister chromatid segregation","20/352","219/13604",1.05226349130505e-06,9.15469237435394e-05,8.62506279992146e-05,"CDC20/CENPF/BUB1/SMC4/NCAPG/CCNB1/SPDL1/TTK/KIF11/BCCIP/RACGAP1/DLGAP5/BUB1B/KNSTRN/KNL1/PLK1/ZNF207/TOP2A/NDC80/TPX2",20
"GO:0140014","GO:0140014","mitotic nuclear division","22/352","261/13604",1.18553576848612e-06,0.000100496955143977,9.46828701471099e-05,"CDC20/CENPF/BUB1/SMC4/NCAPG/CCNB1/SPDL1/PHIP/TTK/HOXA13/KIF20B/KIF11/BCCIP/RACGAP1/DLGAP5/BUB1B/KNSTRN/KNL1/PLK1/ZNF207/NDC80/TPX2",22
"GO:0051783","GO:0051783","regulation of nuclear division","15/352","131/13604",1.45651990936977e-06,0.000120381370509412,0.000113416905574346,"CDC20/CENPF/BUB1/CCNB1/SPDL1/PHIP/TTK/HOXA13/KIF20B/DLGAP5/BUB1B/KNL1/PLK1/ZNF207/NDC80",15
"GO:0030071","GO:0030071","regulation of mitotic metaphase/anaphase transition","12/352","88/13604",2.61956747398242e-06,0.000211226587048436,0.000199006422477894,"CDC20/CENPF/BUB1/CCNB1/SPDL1/TTK/DLGAP5/BUB1B/KNL1/PLK1/ZNF207/NDC80",12
"GO:0042274","GO:0042274","ribosomal small subunit biogenesis","13/352","104/13604",2.7330148629745e-06,0.000215127312785564,0.000202681478183998,"WDR3/HEATR1/WDR43/WDR75/RRP9/NOP14/LSM6/NPM1/DCAF13/UTP20/TSR1/UTP18/NOL11",13
"GO:1902099","GO:1902099","regulation of metaphase/anaphase transition of cell cycle","12/352","90/13604",3.33525351410527e-06,0.000250598820855273,0.000236100840866926,"CDC20/CENPF/BUB1/CCNB1/SPDL1/TTK/DLGAP5/BUB1B/KNL1/PLK1/ZNF207/NDC80",12
"GO:2001251","GO:2001251","negative regulation of chromosome organization","12/352","90/13604",3.33525351410527e-06,0.000250598820855273,0.000236100840866926,"CDC20/CENPF/BUB1/CCNB1/SPDL1/TTK/BUB1B/KNL1/PLK1/ZNF207/TOP2A/NDC80",12
"GO:0033044","GO:0033044","regulation of chromosome organization","20/352","239/13604",4.07434945307083e-06,0.00029932887315227,0.00028201169664647,"CDC20/UCHL5/CENPF/SMC6/BUB1/SMC4/NCAPG/CCNB1/SPDL1/TTK/CCT6A/DLGAP5/BUB1B/KNL1/PLK1/CENPV/ZNF207/TOP2A/NDC80/DKC1",20
"GO:0007091","GO:0007091","metaphase/anaphase transition of mitotic cell cycle","12/352","92/13604",4.21791382862696e-06,0.000303139632987842,0.00028560199127934,"CDC20/CENPF/BUB1/CCNB1/SPDL1/TTK/DLGAP5/BUB1B/KNL1/PLK1/ZNF207/NDC80",12
"GO:0044784","GO:0044784","metaphase/anaphase transition of cell cycle","12/352","94/13604",5.2999409806799e-06,0.000372800103875059,0.000351232370925685,"CDC20/CENPF/BUB1/CCNB1/SPDL1/TTK/DLGAP5/BUB1B/KNL1/PLK1/ZNF207/NDC80",12
"GO:0000470","GO:0000470","maturation of LSU-rRNA","7/352","28/13604",5.41958608145947e-06,0.000373273991360521,0.000351678842435057,"NOL9/RRP15/NIFK/WDR12/RPF2/RSL1D1/PES1",7
"GO:0007052","GO:0007052","mitotic spindle organization","14/352","128/13604",5.62655254455091e-06,0.000379620055352762,0.000357657765399058,"CDC20/SASS6/CCNB1/TTK/KIF11/BCCIP/CKAP5/INTS13/RACGAP1/DLGAP5/PLK1/ZNF207/NDC80/TPX2",14
"GO:0030490","GO:0030490","maturation of SSU-rRNA","9/352","53/13604",7.61443029367604e-06,0.00050346613101786,0.000474338931347103,"WDR3/HEATR1/WDR43/NOP14/LSM6/DCAF13/UTP20/TSR1/NOL11",9
"GO:0000075","GO:0000075","cell cycle checkpoint signaling","17/352","189/13604",8.35598896753668e-06,0.000541664696601495,0.000510327582145326,"CDC20/CENPF/BUB1/GIGYF2/NSUN2/CCNB1/SPDL1/TTK/RINT1/BUB1B/KNL1/TIPIN/TICRR/PLK1/ZNF207/NDC80/GTSE1",17
"GO:1901991","GO:1901991","negative regulation of mitotic cell cycle phase transition","16/352","171/13604",9.34395532948208e-06,0.000594059929216687,0.000559691575302378,"CDC20/CENPF/BUB1/GIGYF2/CCNB1/SPDL1/TTK/RINT1/GFI1B/BUB1B/KNL1/TICRR/PLK1/ZNF207/NDC80/GTSE1",16
"GO:0033045","GO:0033045","regulation of sister chromatid segregation","12/352","101/13604",1.12487979927698e-05,0.000701670304982962,0.000661076330895846,"CDC20/CENPF/BUB1/CCNB1/SPDL1/TTK/DLGAP5/BUB1B/KNL1/PLK1/ZNF207/NDC80",12
"GO:0045943","GO:0045943","positive regulation of transcription by RNA polymerase I","7/352","33/13604",1.74918958362168e-05,0.00107089273397283,0.00100893800739504,"HEATR1/WDR43/WDR75/NCL/LYAR/BNC1/NOL11",7
"GO:0051225","GO:0051225","spindle assembly","13/352","125/13604",2.09913973325242e-05,0.00126177381056954,0.00118877597525242,"CDC20/SASS6/ASPM/DCAF13/HAUS6/KIF11/BCCIP/RACGAP1/TUBGCP4/PLK1/ZNF207/NDC80/TPX2",13
"GO:0042273","GO:0042273","ribosomal large subunit biogenesis","10/352","75/13604",2.20085853784229e-05,0.00127939571691369,0.00120537839537288,"NOL9/RRP15/NIFK/WDR12/BRIX1/NPM1/RPF2/WDR74/RSL1D1/PES1",10
"GO:0031123","GO:0031123","RNA 3'-end processing","11/352","91/13604",2.21455701044757e-05,0.00127939571691369,0.00120537839537288,"PNPT1/POLR2D/SSB/GRSF1/ERI1/EXOSC3/EXOSC2/INTS6/LEO1/INTS2/DKC1",11
"GO:0045786","GO:0045786","negative regulation of cell cycle","24/352","360/13604",2.24455388932227e-05,0.00127939571691369,0.00120537839537288,"CDC20/CENPF/BUB1/GIGYF2/RBM46/NSUN2/CCNB1/SPDL1/NPM1/TTK/RINT1/GAS1/GFI1B/HHEX/IPO5/BUB1B/KNL1/TIPIN/TICRR/PLK1/ZNF207/MEIOC/NDC80/GTSE1",24
"GO:0007346","GO:0007346","regulation of mitotic cell cycle","28/352","460/13604",2.48779566872257e-05,0.00139400889505031,0.00131336081779663,"CDC20/SASS6/CENPF/BUB1/GIGYF2/ANKRD17/RBM46/CCNB1/CDK7/SPDL1/PHIP/TTK/HOXA13/RINT1/GAS1/GFI1B/KIF20B/INTS13/DLGAP5/BUB1B/KNL1/TIPIN/TICRR/PLK1/ZNF207/MEIOC/NDC80/GTSE1",28
"GO:0007143","GO:0007143","female meiotic nuclear division","7/352","35/13604",2.63345240315738e-05,0.00145103227413971,0.00136708520367415,"RBM46/TTK/DCAF13/PLK1/TOP2A/MEIOC/NDC80",7
"GO:0000463","GO:0000463","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","5/352","16/13604",3.89231006018763e-05,0.00210950443589841,0.00198746254842022,"NOL9/NIFK/WDR12/RPF2/PES1",5
"GO:0006360","GO:0006360","transcription by RNA polymerase I","9/352","68/13604",6.02005821758803e-05,0.00321005039795904,0.00302433824547419,"HEATR1/WDR43/WDR75/NCL/LYAR/TCOF1/BNC1/CAVIN1/NOL11",9
"GO:0090068","GO:0090068","positive regulation of cell cycle process","17/352","221/13604",6.2926209181642e-05,0.00330212773896045,0.00311108860431878,"CDC20/SASS6/SMC6/BUB1/SMC4/NCAPG/ANKRD17/CCNB1/NPM1/PHIP/HOXA13/CSPP1/KIF20B/RACGAP1/DLGAP5/CENPV/NDC80",17
"GO:0022618","GO:0022618","protein-RNA complex assembly","16/352","202/13604",7.28962870998494e-05,0.0037655488305016,0.00354769923566537,"WDR77/PRPF3/POLR2D/BRIX1/SMN1/SMN2/GEMIN5/HSP90AB1/RPF2/NUFIP1/EIF5/EIF3J/LUC7L/EIF3C/COIL/SRSF1",16
"GO:1901988","GO:1901988","negative regulation of cell cycle phase transition","18/352","247/13604",7.77290921036729e-05,0.00395342120761142,0.00372470256736466,"CDC20/CENPF/BUB1/GIGYF2/NSUN2/CCNB1/SPDL1/TTK/RINT1/GFI1B/BUB1B/KNL1/TIPIN/TICRR/PLK1/ZNF207/NDC80/GTSE1",18
"GO:0045132","GO:0045132","meiotic chromosome segregation","9/352","71/13604",8.49893524963926e-05,0.00425719392959203,0.00401090102132099,"NDC1/ASPM/SMC4/TTK/TEX15/DCAF13/PLK1/MEIOC/NDC80",9
"GO:0140694","GO:0140694","non-membrane-bounded organelle assembly","23/352","374/13604",0.000114145614406519,0.00560451657227377,0.00528027654260454,"CDC20/SASS6/ASPM/CENPF/CENPA/BRIX1/NPM1/RPF2/MTERF3/DCAF13/HAUS6/KIF11/BCCIP/RACGAP1/ATXN2/DLGAP5/SIX4/EIF5/TUBGCP4/PLK1/ZNF207/NDC80/TPX2",23
"GO:0071826","GO:0071826","protein-RNA complex organization","16/352","210/13604",0.000115277412859835,0.00560451657227377,0.00528027654260454,"WDR77/PRPF3/POLR2D/BRIX1/SMN1/SMN2/GEMIN5/HSP90AB1/RPF2/NUFIP1/EIF5/EIF3J/LUC7L/EIF3C/COIL/SRSF1",16
"GO:0006397","GO:0006397","mRNA processing","26/352","452/13604",0.000123134447672008,0.00589974614498057,0.00555842609704763,"SNRNP40/PRPF38B/WDR77/PRPF3/PNPT1/POLR2D/NCL/GRSF1/LSM6/SMN1/SMN2/RBM27/GEMIN5/NPM1/PUS7/RBM26/CHD8/PNN/RBM25/SNW1/LEO1/LUC7L/COIL/SRSF1/RRP1B/RBM41",26
"GO:0007292","GO:0007292","female gamete generation","12/352","129/13604",0.000129204144446076,0.00610212716483898,0.00574909869798406,"WDR77/ASPM/BMPR1B/RBM46/TTK/DCAF13/BNC1/PLK1/MMP2/TOP2A/MEIOC/NDC80",12
"GO:0051383","GO:0051383","kinetochore organization","5/352","21/13604",0.000162985571510338,0.00753841034212803,0.00710228808939308,"CENPF/CENPA/SMC4/DLGAP5/NDC80",5
"GO:0006356","GO:0006356","regulation of transcription by RNA polymerase I","7/352","46/13604",0.00016417590581767,0.00753841034212803,0.00710228808939308,"HEATR1/WDR43/WDR75/NCL/LYAR/BNC1/NOL11",7
"GO:0010948","GO:0010948","negative regulation of cell cycle process","19/352","286/13604",0.000168029796855272,0.00754124101323425,0.00710495499670779,"CDC20/CENPF/BUB1/GIGYF2/NSUN2/CCNB1/SPDL1/NPM1/TTK/RINT1/GFI1B/BUB1B/KNL1/TIPIN/TICRR/PLK1/ZNF207/NDC80/GTSE1",19
"GO:0006399","GO:0006399","tRNA metabolic process","15/352","195/13604",0.000168799708100222,0.00754124101323425,0.00710495499670779,"TYW3/THUMPD2/PNPT1/SSB/METTL8/LARS2/GRSF1/LSM6/NSUN2/ADAT2/PUS7/POP1/EXOSC3/EXOSC2/TRMU",15
"GO:0008033","GO:0008033","tRNA processing","12/352","133/13604",0.000172759613614169,0.00761524376811258,0.0071746764446923,"TYW3/THUMPD2/PNPT1/SSB/METTL8/GRSF1/LSM6/NSUN2/ADAT2/PUS7/POP1/TRMU",12
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition","20/352","311/13604",0.000176065341065054,0.00765884233632984,0.00721575268990989,"CDC20/SASS6/CENPF/BUB1/GIGYF2/ANKRD17/CCNB1/CDK7/SPDL1/TTK/RINT1/GFI1B/DLGAP5/BUB1B/KNL1/TICRR/PLK1/ZNF207/NDC80/GTSE1",20
"GO:0045787","GO:0045787","positive regulation of cell cycle","19/352","288/13604",0.00018381853193469,0.00789226060488423,0.00743566693089198,"CDC20/SASS6/SMC6/BUB1/SMC4/NCAPG/ANKRD17/RBM46/CCNB1/NPM1/PHIP/HOXA13/CSPP1/KIF20B/RACGAP1/DLGAP5/CENPV/MEIOC/NDC80",19
"GO:0000966","GO:0000966","RNA 5'-end processing","5/352","22/13604",0.0002064791055073,0.00875153747188633,0.0082452317570324,"PNPT1/SSB/NOP14/POP1/UTP20",5
"GO:0000462","GO:0000462","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","6/352","36/13604",0.00029049654855601,0.0121567289813439,0.0114534215479978,"HEATR1/WDR43/NOP14/DCAF13/UTP20/TSR1",6
"GO:0030261","GO:0030261","chromosome condensation","6/352","37/13604",0.000339257598481681,0.0140198202572555,0.0132087267619381,"DFFB/SMC4/NCAPG/HMGA2/PLK1/TOP2A",6
"GO:1901987","GO:1901987","regulation of cell cycle phase transition","23/352","404/13604",0.000349931576788736,0.0142823925044884,0.0134561083264181,"CDC20/SASS6/CENPF/BUB1/GIGYF2/ANKRD17/NSUN2/CCNB1/CDK7/SPDL1/NPM1/TTK/RINT1/GFI1B/DLGAP5/BUB1B/KNL1/TIPIN/TICRR/PLK1/ZNF207/NDC80/GTSE1",23
"GO:0000387","GO:0000387","spliceosomal snRNP assembly","6/352","39/13604",0.000455852751946968,0.0183786487553253,0.0173153824520036,"WDR77/PRPF3/SMN1/SMN2/GEMIN5/COIL",6
"GO:0016180","GO:0016180","snRNA processing","5/352","26/13604",0.000473721735071281,0.0188689645318754,0.0177773318208741,"EXOSC3/EXOSC2/INTS13/INTS6/INTS2",5
"GO:0042795","GO:0042795","snRNA transcription by RNA polymerase II","4/352","15/13604",0.00047973754670938,0.0188810991597763,0.0177887644199631,"ZC3H8/CDK7/SNAPC3/ZNF143",4
"GO:0098781","GO:0098781","ncRNA transcription","11/352","128/13604",0.000486775304051408,0.0189326959434583,0.0178373761571284,"ZC3H8/NIFK/NCL/CDK7/TCOF1/SNAPC3/ZNF143/WT1/MRTFB/CAVIN1/NOL11",11
"GO:0050000","GO:0050000","chromosome localization","10/352","110/13604",0.000560022801887068,0.0215283184074261,0.0202828331797287,"CENPF/CCNB1/SPDL1/RACGAP1/DLGAP5/KNSTRN/KNL1/ZNF207/MEIOC/NDC80",10
"GO:1903046","GO:1903046","meiotic cell cycle process","13/352","174/13604",0.000598940660448257,0.0227597450970338,0.0214430177164718,"CDC20/NDC1/ASPM/SMC4/RBM46/NSUN2/TTK/TEX15/DCAF13/PLK1/TOP2A/MEIOC/NDC80",13
"GO:0016078","GO:0016078","tRNA catabolic process","4/352","16/13604",0.00062667569541188,0.023543066466269,0.0221810213244468,"NSUN2/POP1/EXOSC3/EXOSC2",4
"GO:0044772","GO:0044772","mitotic cell cycle phase transition","23/352","423/13604",0.000662948338362066,0.0246259236699437,0.0232012316169527,"CDC20/SASS6/CENPF/BUB1/GIGYF2/ANKRD17/CCNA2/SKP2/CCNB1/CDK7/SPDL1/TTK/RINT1/GFI1B/DLGAP5/BUB1B/KNL1/PIAS1/TICRR/PLK1/ZNF207/NDC80/GTSE1",23
